ID,Name,Sub-parts,Description,Cluster,Sub-cluster,Crossover,Characters,Content URL,Size,Connections,SSD Folder,SSD Root,Final X,Final Y,Final Z
712,[MANGA] Last Train Home,,"A late-night station interlude follows a solitary traveler through vending-machine light, an arriving train and the long ride home.",fireweedverse,extras,Fire Force,Sae Kurogane,,3,711,fireweedverse/_manga,Last Train Home,1344.0,352.88,-268.94
709,[MANGA] Little Spark,,"Company 8 discovers a tiny, warm and opinionated spark beneath some misplaced equipment, then meets its surprisingly grown-up counterpart.",fireweedverse,the pilot light,Fire Force,Pilot; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon); Takehisa Hinawa (canon); Akitaru Obi (canon); Arthur Boyle (canon),,2,"575, 271",fireweedverse/_manga,Little Spark,1322.56,334.17,-227.26
703,[MANGA] Neighborhood Cleanup,,"Company 8 tackles an unusually stubborn neighborhood cleanup, with teamwork, heavy equipment and several increasingly ambitious approaches.",fireweedverse,the black ram,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon); Takehisa Hinawa (canon); Akitaru Obi (canon); Arthur Boyle (canon),,9,557,fireweedverse/_manga,Neighborhood Cleanup,1187.32,248.63,-206.48
710,[MANGA] Pastries and Paperwork,,"Over pastries, Sae and Pilot compare notes about an unauthorized three-day equipment loan and the resulting mountain of paperwork.",fireweedverse,the pilot light,Fire Force,Sae Kurogane; Pilot,,2,"575, 271",fireweedverse/_manga,Pastries and Paperwork,1260.32,421.65,-277.24
711,[MANGA] Platform Advice,,"At a rain-bright station, thirty-six-year-old Sae receives frank, funny advice about aging from the person best qualified to give it.",fireweedverse,extras,Fire Force,Sae Kurogane,,2,320,fireweedverse/_manga,Platform Advice,1192.03,436.2,-351.18
704,[MANGA] Quiet Team Check-In,,"A long, difficult team check-in asks how much of a captain can remain recognizable when her circumstances change beyond recognition.",fireweedverse,the black ram,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon); Takehisa Hinawa (canon); Akitaru Obi (canon); Arthur Boyle (canon),,13,557,fireweedverse/_manga,Quiet Team Check-In,1344.0,320.17,-273.64
702,[MANGA] Rainy Day Rehearsal,,A demanding all-weather drill explores the moment Captain Sae's familiar outline takes on a formidable new shape.,fireweedverse,the black ram,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon),,8,557,fireweedverse/_manga,Rainy Day Rehearsal,1024.43,399.11,-229.57
707,[MANGA] Sunday Gathering,,"The firehouse gathers in formal clothes, arranges keepsakes and shares a restrained Sunday remembrance for its captain.",fireweedverse,the black ram,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon); Takehisa Hinawa (canon); Akitaru Obi (canon); Arthur Boyle (canon),,3,557,fireweedverse/_manga,Sunday Gathering,1294.26,448.85,-326.96
715,[MANGA] Workshop Orientation,,"A practical workshop orientation becomes an unexpectedly lively lesson in unusual equipment, stranger coworkers and keeping calm around both.",fireweedverse,the pilot light,Fire Force,Pilot; Company 8,,1,"575, 709",fireweedverse/_manga,Workshop Orientation,1032.63,365.54,-152.1
731,"[META] Borrowed Fire, on Purpose",,"A trespassing notice, filed voluntarily.",fireweedverse,director's commentary,Fire Force,Sae Kurogane,,1,,fireweedverse,_author note,1278.65,346.44,-157.45
201,Extra - Mam Is This Your Offspring,,PILOT's mother gets a strange package.,fireweedverse,the pilot light,Fire Force,PILOT; PILOT's Mother; DONOR,,1,,fireweed/the pilot light,extra - mam is this your offspring,1344.0,321.41,-306.28
593,Extra - Public Information,,"A resurrected fire captain reads her own memorial, deadpans her way through condolence notes and tabloid headlines, and steals a stranger's socks. Deniability has never been so brittle.",fireweedverse,the iridescent line,Fire Force,Sae Kurogane,,1,,fireweed/the iridescent line,extra - public information,1081.01,434.9,-352.8
512,Found,,"UNIT comes back changed -- in avatars, in a mech that kneels -- carrying a name, a fire, and a debt it can't pay back.",fireweedverse,lost and found,Fire Force,PILOT; UNIT; Sae,,1,,fireweed/lost and found,p2,1276.43,435.59,-351.94
701,"I Found You, Captain",,… and I’m glad I did!,fireweedverse,,Fire Force,Sae; Maki Oze (canon),,1,,,,1344.0,351.67,-370.38
690,INTRO to Fireweedverse,,Fireweed is a plant that grows in burned places.,fireweedverse,,Fire Force,,https://inpoppyfields.tumblr.com/post/820915399692517376/the-fireweedverse-an-intro,1,,,,1005.54,-335.59,187.14
746,"O Captain, My Captain",p1 / p2 / p3 / p4 / p5 / p6 / p7 / p8 / p9 / p10,"A performance review, conducted eight separate times, on-site, without HR present.",fireweedverse,,Fire Force,Sae Kurogane; Maki Oze (canon); Takehisa Hinawa (canon); Akitaru Obi (canon),,10,,fireweedverse,o captain my captain,991.75,318.32,-259.07
320,Strong Is Not The Same As Safe,,"A gym routine, building back up.",fireweedverse,extras,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon),,1,,fireweed/extras,strong is not the same as safe,1344.0,382.14,-341.86
557,The Black Ram,p1 / p2 / p3 / p4,"A captain's last stand ends in fire, something of her refuses to lie down, and a medic tries to look after what's left of her before the mask finally falls away to reveal warm, quiet light where a face should be.",fireweedverse,the black ram,Fire Force,Sae Kurogane; Maki Oze (canon); Shinra Kusakabe (canon); Iris (canon),https://inpoppyfields.tumblr.com/tagged/the%20black%20ram/chrono,4,,fireweed/the black ram,p2,1344.0,-354.24,340.95
224,The Iridescent Line,P1 / P2 / P3 / P4 / P5,"A firefighter has a very bad day on the job, wakes up shoeless and unbothered by public transit, and comes home in borrowed slippers to a firehouse that already started missing her.",fireweedverse,the iridescent line,Fire Force,Sae Kurogane; DONOR; Akitaru Obi (canon); Takehisa Hinawa (canon); Iris (canon); Arthur Boyle (canon); Maki Oze (canon); Shinra Kusakabe (canon),https://inpoppyfields.tumblr.com/tagged/the%20iridescent%20line/chrono,5,,fireweed/the iridescent line,the iridescent line,1289.8,-369.18,253.89
457,The Little Engine That Burned,P0 / P1 / P2 / P3 / P4 / Missing / Found,"It could, and it overheated.",fireweedverse,lost and found,Fire Force,PILOT; UNIT,https://inpoppyfields.tumblr.com/tagged/the%20little%20engine%20that%20burned/chrono,1,,fireweed/lost and found,p1,1011.4,-353.9,145.94
575,The Pilot Light,p1 / p2 / p3,"Company 8 says goodbye to what's left of their captain, and something small, red-gold, and deeply sarcastic crawls out of the wreckage.",fireweedverse,the pilot light,Fire Force,Maki Oze (canon); Sae Kurogane; Takehisa Hinawa (canon); Shinra Kusakabe (canon); Arthur Boyle (canon); Akitaru Obi (canon); Iris (canon); Pilot,https://inpoppyfields.tumblr.com/tagged/the%20pilot%20light/chrono,3,,fireweed/the pilot light,p1,1179.34,-444.8,340.23
405,What Maki Found,,"Sae's axe gives out just after she's held the line, and it falls to Maki to go looking for her once the dust settles.",fireweedverse,,Fire Force,Sae; Maki Oze (canon); Akitaru Obi (canon),,1,,fireweed,dismemberment,1344.0,290.68,-310.55
108,A Numbers Game,p1 / p2,PILOT's late-night radio hobby starts as a NASA blooper reel and ends with her own voice calling her by a name nobody alive should know.,houston houston,,,PILOT; UNIT,,2,,houston houston,a numbers game,918.04,-43.54,-129.8
626,INTRO to Houston Houston,,"“Houston, I’m the problem and I’m never coming back.”",houston houston,,,DONOR; PILOT; UNIT,https://inpoppyfields.tumblr.com/post/809303402146349057/houston-houston-im-the-problem-intro,1,,,,860.91,30.85,72.58
477,More Than Meets the Cat,,"PILOT's cat keeps flickering into something enormous, horned, and glowing in mirrors, footprints, and security footage -- an anomaly that's either devotion or a Transformers joke taken much too far.",houston houston,,,PILOT,https://inpoppyfields.tumblr.com/post/796916255767527425/more-than-meets-the-cat,1,,houston houston,more than meets the cat,955.03,42.27,83.16
437,Spaceships and Suburbia,,"A space program director briefs colonels into resignation, then goes home to unclog a sink with chopsticks and existential rage.",houston houston,,,PILOT; UNIT,https://inpoppyfields.tumblr.com/post/796916064040681472/spaceships-suburbia,1,,houston houston,spaceships and suburbia,932.37,-54.89,108.72
390,That's Not in the Textbooks,,"PILOT fields a kid's cosmic questions about dying stars and black holes with answers that are technically not in any manual, and definitely not okay.",houston houston,,,PILOT,https://inpoppyfields.tumblr.com/post/796916347426750464/thats-not-in-the-textbooks,1,,houston houston,that's not in the textbooks,1277.28,-65.43,141.22
601,"The Cat Remembers, Too",,"PILOT's cat turns out to be quietly, uncannily working the case of PILOT's own erased memories -- opening doors, hiding files, syncing hums to a lullaby only DONOR would know.",houston houston,,,PILOT; DONOR; UNIT; ORBITAL DEBRIS,,1,,houston houston,"the cat remembers, too",916.57,62.26,-101.14
743,The Exit Interviews She Never Gave,p1 / p2,A performance review covering several careers she never actually had.,houston houston,,,PILOT; DONOR,,2,,houston houston,your most favorite character,1266.94,-28.38,-34.06
625,Top 10 Unexplained: The Space Center,,If you thought the visitor center was weird enough…,houston houston,,,DONOR the anomalous extreterrestrial interdimensional entity; Director PILOT; UNIT is a cat,https://inpoppyfields.tumblr.com/post/796916495101853696/top-10-unexplained-the-space-center,1,,,,1128.78,-57.71,129.28
207,Top 10 Unexplained: The Visitors Center,,"A running listicle of cosmic anomalies keeps circling the same conclusion -- the universe is watching, and it might be DONOR -- narrated with PILOT's exhausted sarcasm until one kid's message finally lands.",houston houston,,,DONOR; PILOT; KILOTON; AUTOPILOT; NULL; LIANG,https://inpoppyfields.tumblr.com/post/796916444984213504/top-10-unexplained-the-visitors-center,1,,houston houston,top 10 unexplained,1096.53,-69.6,163.99
684,"TOP MOST TRUSTED SPACE NEWS SOURCE, ACCORDING TO NASA DIRECTOR",,"PILOT’s media credibility ranking is either satire, propaganda, or a staffing emergency.",houston houston,,,DONOR the anomalous extreterrestrial interdimensional entity; Director PILOT; UNIT is a cat,https://inpoppyfields.tumblr.com/post/810502958947188736/top-most-trusted-space-news-source-according-to,1,,,,1245.95,-22.43,173.02
545,And There Will Always Be Errands to Run,,PILOT wanders a not-yet-finished parking structure.,in another world,section 94,,PILOT,,1,,in another world -- aka ours/section 94,p2,799.79,29.13,-135.01
591,And There Will Always Be Paperwork,,"A parking structure scene that gets PILOT thinking about scheduling, mostly.",in another world,section 94,,PILOT,,1,,in another world -- aka ours/section 94,p1,1045.77,41.1,-81.59
243,Anyone Could Do It,P1 / P2 / P3 / P4 / Just A Guy / Parking Lot Ponderings / The Author is Invested,PILOT sees a stranger's old parking permit and spirals.,in another world,,,PILOT; REYES; NGUYEN,,7,,in another world -- aka ours,anyone could do it,1013.32,-8.75,-141.46
96,Burnt Out vs Burning Differently,p1 / p2 / p3 / p4 / p5,A brunch reservation conflict.,in another world,,,PILOT; DONOR; CHEN; RAMIREZ; LEE; SINGH; EVANS; HENDERSON; KAPOOR; REYES; YAMADA; KHAN; ORTIZ; VASQUEZ; JONES; COLE; YU; SHAW; RUIZ,,5,,in another world -- aka ours,burnt out vs burning differently,1035.68,-16.63,-58.45
285,Crowded,"Parking Garage V3 / Parking Garage, The Original / Parking Garage, Brunch Edition / Parking Garage, Reflective Mood / Parking Garage, Take Two / Parking Garage, Symmetrical / Parking Garage, Tight Spaces","PILOT keeps circling the newest, tighter level of a downtown parking garage, doing the math on how close together the spots are actually packed, while the signage above keeps insisting there's plenty of room.",in another world,strolling in section something,,PILOT; HALVORSEN; REYES; CHU; ROTH; MORENO,,7,,in another world -- aka ours/strolling in section something,crowded,992.87,-64.45,-118.11
75,Do You Feel Like A Hero,v1 / v2,"PILOT polls an entire retirement community on whether they feel like heroes; mostly they'd rather talk about muffins, cats, and being 'present.'",in another world,strolling in san bruno,,PILOT,,2,,in another world -- aka ours/strolling in san bruno,do you feel like a hero,752.86,-40.39,-107.36
247,Do You Think They Felt Like Heroes,,PILOT walks a parking garage counting her own fender-benders like frequent-flyer miles while DONOR admits she envies a kind of ending she never got to have.,in another world,strolling in section something,,PILOT; DONOR,,1,,in another world -- aka ours/strolling in section something,do you think they felt like heroes,988.92,36.56,-69.32
589,Fitness Standards Are Very Different,,A sardonic townhouse roommate report card compares everyone's cushy Bay Area gym habits to the much rougher training their past selves actually had.,in another world,,,PILOT; PACHECO; SANTOS; LIANG; NGUYEN; MORALES; DONOR,,1,,in another world -- aka ours,fitness standards are very different,1053.04,43.01,-167.83
488,Four Moves to Nowhere,,PILOT tries to relearn a movie fight move with her own body and ends up sobbing on the carpet over muscle memory from a life she doesn't get to have anymore.,in another world,"pilot, thats not polka",,PILOT; DONOR,,1,,"in another world -- aka ours/PILOT, THATS NOT POLKA",Four Moves to Nowhere,1053.23,32.75,-178.17
538,Frosty the Snowman,,"A Costco Christmas display comes quietly, briefly alive.",in another world,,,DONOR; PILOT,https://inpoppyfields.tumblr.com/post/796907731694075904/in-another-world-aka-ours-frosty-the-snowman,1,,in another world -- aka ours,frosty the snowman,791.62,-33.07,62.29
388,In Photos vs on Phone,,"A photo album, mismatched captions.",in another world,,,PILOT; PACHECO; SANTOS; LIANG; NGUYEN; MORALES; DONOR,,1,,in another world -- aka ours,in photos vs on phone,1092.7,-38.48,-141.77
126,In Print vs In Memes,p1 / p2 / p3 / p4,"A group chat, mixed messages.",in another world,,,PILOT; LIU; JONES; KAPLAN; CLARK; MARSHALL; MILLER; LOPEZ; STEVENS; BROWN; MORGAN; VARGAS; TANAKA; IVANOVA; HENDERSON; MORENO; NGUYEN,,4,,in another world -- aka ours,in memoriam vs in memes,835.41,50.93,-84.15
40,In Stone vs in Snapchat,v1 / v2,Everyone assumes the girl in the old photo had main character energy.,in another world,,,PILOT (implied),,2,,in another world -- aka ours,in stone vs in snapchat,993.82,65.65,-135.9
637,Intermission in Purple,p1 / p2 / p3,A purple intermission where the joke-house pauses long enough for something quiet to become audible.,in another world,purple house arc,,DONOR; PILOT; UNIT,https://inpoppyfields.tumblr.com/tagged/intermission%20in%20purple/chrono,3,,,,1022.24,52.76,90.03
199,INTRO to In Another World,In Marble vs Memes / PILOT Remembers / Why Is Everyone So Tired Over There 2 / Why Is Everyone So Tired Over There / The Worlds Are Not Different / Cold Brew,"Bagels, roommates, and cats.",in another world,,,PILOT,,6,,in another world -- aka ours,intro,987.02,54.0,-139.48
376,It's Just Logistics,,"PILOT reads the sign for 'Section 94' of the parking structure, realizes it sounds like the Mandarin for something else entirely, and decides the universe has a sense of humor about where she's standing.",in another world,section 94,,PILOT,,1,,in another world -- aka ours/section 94,p0,1113.37,-6.7,-166.81
315,Level Up or Level Down,Or Level Sideways / Carson / Vaughn,"PILOT watches alternate-universe versions of her old squad do payroll and crochet instead of chasing legends, and has to reconcile the stories she idolized with the very ordinary people now arguing with her about guac at Chipotle.",in another world,,,PILOT; VEGA; RIVERA; HENDERSON; KIM; CARSON; VAUGHN,,3,,in another world -- aka ours,level up or level down,1109.06,68.12,-131.12
541,Living Room Revelation,,"A midlife crisis, mild version.",in another world,the house breathes,,PILOT,,1,,in another world -- aka ours/the house breathes,living room revelation,1150.03,7.06,-134.23
121,Movie Night Credits Scene,v1 / v2,"The gang watches an action movie for fun, and PILOT ruins the mood by explaining that real life doesn't get a hero shot.",in another world,,,PILOT; SANTOS; MORALES; PACHECO; AUTOPILOT; UNIT,,2,,in another world -- aka ours,movie night credits scene,1090.74,26.72,-73.07
104,Mr Whoosh a Lot,p0 / p1 / p2,"KILOTON never got a body in this life, so he settles for rearranging the fridge magnets and rattling the microwave.",in another world,purple house arc,,PILOT; DONOR; UNIT; AUTOPILOT; KILOTON,,3,,in another world -- aka ours/ASSMAN OMELET,mr whoosh a lot,959.69,43.59,-151.13
636,Purple Farewell,p1 / p2 / p3,A purple-tinged transition.,in another world,purple house arc,,DONOR; PILOT; UNIT,https://inpoppyfields.tumblr.com/tagged/farewell%20in%20purple/chrono,3,,,,724.45,-11.86,71.19
60,"Real Names, Unreal Paperwork",p1 / p2 / p3,PILOT scrolls the community newsletter.,in another world,,,PILOT; HAN; MARQUEZ,,3,,in another world -- aka ours,"real names, unreal grief",998.76,-1.94,-165.35
246,Rooftop Revelation,,"On a suburban rooftop, PILOT and DONOR clock the entity watching them as pure hunger, not envy — which is somehow worse.",in another world,the house breathes,,PILOT; DONOR,,1,,in another world -- aka ours/the house breathes,rooftop revelation,913.41,-56.58,-170.41
350,Serif and Marble,,"PILOT can't read a name on a coupon, a Slack handle, or a DoorDash receipt anymore without overthinking the font choice. Everyone she knows suddenly feels a little more formal than they used to.",in another world,,,PILOT,,1,,in another world -- aka ours,serif and marble,1112.46,-31.61,-76.82
333,Tell Me If I Was Cool Back Then,,"A week of roommates going about ordinary chores while the kitchen appliances -- fridge magnets, rice cooker, microwave -- casually drip-feed them mundane, unglamorous trivia about their other selves. Domestic weirdness with a compost schedule.",in another world,purple house arc,,KELLY; MARTIN; BROWN; PILOT; DONOR; UNIT; AUTOPILOT,,1,,in another world -- aka ours/ASSMAN OMELET,tell me if i was cool back then,817.34,-18.45,-154.89
289,Testing Her Limits,Fig Toast / Push Her Luck,"DONOR, who's never had to prove anything the hard way across any remembered timeline, starts testing her own limits on purpose, until PILOT finds her and tells her it was never required.",in another world,purple house arc,,DONOR; SANTOS; PILOT,,2,,in another world -- aka ours/ASSMAN OMELET,bleed bitch,787.44,-50.72,-51.24
6,The Fridge Remembers Everything,p1 / p2 / p3,"The fridge insists it was built from PILOT's own tissue, the household appliances get named against their will (GREG did not consent), and by 'all the tea' the microwave is just showing 8:88 and refusing to elaborate.",in another world,purple house arc,,PILOT; DONOR; UNIT; AUTOPILOT; NULL; KILOTON,,3,,in another world -- aka ours/ASSMAN OMELET,the fridge remembers everything,949.21,63.98,-155.64
475,The House Breathes,P1 / But Something Is Off,"PILOT tends her own ordinary body with the care of someone who remembers rougher days, while her roommates measure their soft civilian lives against versions of themselves they'll never be -- and the house itself listens, quietly wondering if it's earned anything either.",in another world,the house breathes,,PILOT; PACHECO; SANTOS; ZAHRA,,2,,in another world -- aka ours/the house breathes,the house breathes,876.85,46.47,-108.72
41,The Nother Juniper,p1 / p2 / p3v1 / p3v2 / p4 / p5,A Pinterest board gets weird.,in another world,,,PILOT; DONOR; REYES; PACHECO; BASANTI; LIANG,,6,,in another world -- aka ours,the nother juniper,900.27,-41.84,-76.71
122,The Only One Breathing,v1 / v2 / Look It’s You,PILOT spends her Friday night wandering a quiet park instead of getting hot pot with friends. Somehow it's the good kind of lonely.,in another world,strolling in san bruno,,PILOT; AVILA; PARK; SANDERS,,3,,in another world -- aka ours/strolling in san bruno,the only one breathing,940.66,22.48,-64.38
639,The Purple House Arc,The Fridge / The Kids / The New Kid,"DONOR and PILOT's fridge starts leaving passive-aggressive notes from their extradimensional mech children, and it only gets stranger once NULL crashes the group chat and a new kid says 'uh-oh.' The leftovers are the least of your concerns.",in another world,purple house arc,,PILOT; DONOR; UNIT; AUTOPILOT,https://inpoppyfields.tumblr.com/tagged/assman%20omelet/chrono,3,,,,1058.95,-29.8,105.83
543,There Are No Yearbook Photo Retakes,,"An old yearbook, no do-overs.",in another world,,,,,1,,in another world -- aka ours,there are no yearbook photo retakes,1050.64,60.36,-68.22
287,Thin Lines,P1 / P2 / P3 / P4 / What If / Reading,"Nine vignettes of PILOT's mundane civilian life -- crosswalks, coffee shops, emails, tight-margin budget spreadsheets.",in another world,,,PILOT; DONOR; VARGAS; TANAKA; MORGAN; HENDERSON; IVANOVA; KIM,,6,,in another world -- aka ours,thin lines,1124.79,38.54,-95.08
510,This Is Not a Drill (But PILOT Is Doing Drills Anyway),,"A midnight workout, unnecessary.",in another world,"pilot, thats not polka",,PILOT; LEE; SANTOS; DONOR,,1,,"in another world -- aka ours/PILOT, THATS NOT POLKA",This Is Not a Drill (But PILOT Is Doing Drills Anyway),912.77,-14.34,-137.5
375,This Is Not the Only Story Being Told,,"DONOR walks a quiet, multiverse-adjacent house at the hour the timeline gets thin, listening in on all the other versions of this family -- the ones that didn't work out, the ones that never met -- grateful this is the one that did.",in another world,,,DONOR; PILOT; SANTOS; PACHECO,,1,,in another world -- aka ours,this is not the only story being told,1097.89,-20.37,-119.66
21,Who We Used to Be,v1 / v2 / v3,Ex-heroes trade old stories over cold rotisserie chicken and Jira tickets. Turns out moving on doesn't come with severance.,in another world,,,PACHECO; SANTOS; PILOT; DONOR; UNIT; AUTOPILOT; LIANG; JAEWOO,,3,,in another world -- aka ours,who we used to be,1104.46,11.69,-157.76
37,Would You Have Preferred a Refund,Seriously Would You / No Hazards / The Light Knows / Why Do You Want To Quit So Badly?,"A roommate satisfaction survey, mostly about grilled cheese and rent.",in another world,,,PILOT; KIM; MORALES; SANTOS; LEE,,4,,in another world -- aka ours,would you have preferred death,818.2,-40.29,-126.76
416,You Don't Need to Know Krav Maga to Buy Cereal,,PILOT spirals into high-alert mode in the Trader Joe's snack aisle over a self-defense listicle. DONOR leaves a sticky note telling her to stand down.,in another world,"pilot, thats not polka",,PILOT; DONOR,,1,,"in another world -- aka ours/PILOT, THATS NOT POLKA",You Don’t Need to Know Krav Maga to Buy Cereal,999.55,24.67,-74.55
462,You Get a Gold Star You Get a Gold Star - Not You,,"Gold stars start appearing all over the house overnight, and PILOT realizes the ceremony spells out a verdict rather than a prank.",in another world,the house breathes,,PILOT; DONOR; PACHECO; SANTOS; ZAHRA,,1,,in another world -- aka ours/the house breathes,you get a gold star you get a gold star - not you,924.78,1.92,-26.33
218,You Wore the Same Outfit Twice,,PILOT has a Trader Joe's picnic at her own old apartment.,in another world,strolling in saratoga,,LEX; PILOT; KAI; SANTOS; MIRI,,1,,in another world -- aka ours/strolling in saratoga,you wore the same outfit twice,1040.03,23.26,-47.15
728,[META] Everything Explained (Allegedly),p1 / p2 / p3 / p4 / p5 / p6,A six-part defense nobody asked her to prepare.,innately unabsolvable,director's commentary,,PILOT; DONOR,,6,,innately unabsolvable/PREFACE,the author - EVERYTHING EXPLAINED,1051.06,-544.05,-132.68
729,[META] Humor Me,p1 / p2 / p3 / p4 / p5,"A request she makes of herself, and grants.",innately unabsolvable,director's commentary,,,,5,,innately unabsolvable/PREFACE,the author - humor me,948.81,-520.9,-205.57
233,A Difficult Kind Of Self Compassion,,Some quiet self-reflection.,innately unabsolvable,the sieve,,DONOR,,1,,innately unabsolvable/the sieve,a difficult kind of self compassion,877.77,-536.72,-159.79
160,A Million Ways to Go,p1 / p2 / p3 / p4 / p5 / p6 / p7,"An unflattering photo, a cooking competition, a barbecue mishap, and a suspiciously specific pool float.",innately unabsolvable,your turn,,PILOT; SLOAN; REYES; DAYA; JORDAN; KIM; SITWELL; LIANG; LIANG,,7,,innately unabsolvable/your turn,a million ways to go,1083.43,-533.61,-169.87
449,Ageful,Ageless / Intro / Uncounted,"A birthday nobody's counting, uncounted from more than one angle.",innately unabsolvable,after-hours echoes,,RUIZ; BLAKE; LI; KIM; CARTER; TORRES; MILLER; LEE; HARPER; COLLINS; WEST; HAYES; RIOS; MORALES; GRANT,,3,,innately unabsolvable/flirting after death,ageful,839.66,-539.46,-150.27
302,Angel Flight,,A delayed connecting flight.,innately unabsolvable,the sideliner,,PILOT; UNIT; PALLAS,,1,,innately unabsolvable/the sideliner,angel flight,1098.51,-497.82,-100.66
588,Asset Cluster 17G,,A spreadsheet tab.,innately unabsolvable,single and ready to mingle,,PILOT; PACHECO; BASANTI; REYES; NIX; CORTEZ,,1,,innately unabsolvable/single and ready to mingle/asset cluster 17g/the version where they all do not die,p1,772.36,-512.24,-226.31
536,Autopsy,,A very thorough car inspection.,innately unabsolvable,we regret to inform you,,PILOT,,1,,innately unabsolvable/we regret to inform you,autopsy,980.54,-501.52,-249.15
483,Bedroom Blues,"Recurring Dreams - Delivery Day / The Gift for the Brave, Punishment for the Coward / Recurring Dreams - Dreams / Recurring Dreams - Fragments of Recognition / No More Long Days","A mattress delivery, with mixed reviews and some recurring dreams.",innately unabsolvable,the sideliner,,PILOT,,5,,innately unabsolvable/the sideliner,bedroom blues,1089.71,-538.46,-153.82
606,Being Retired Makes You Surprisingly Chill,,A very relaxed HOA meeting.,innately unabsolvable,after-hours echoes,,,,1,,innately unabsolvable/flirting after death,being dead makes you surprisingly chill,779.32,-448.0,-195.49
503,Bury Me Beneath the Tree,,Strong opinions about landscaping.,innately unabsolvable,bury me beneath the tree in the backyard,,ZHANG; DAWSON; REED; CAM,,1,,innately unabsolvable/bury me beneath the tree in the backyard,p1,1119.47,-526.01,-192.13
267,Bury Me Beneath the Tree in the Backyard,P2 / P4,"The tree situation, in full.",innately unabsolvable,bury me beneath the tree in the backyard,,"PILOT (implied, unnamed ""Tree Girl""); MIA; MIA'S PARENTS; DAWSON; LIN; REED",,2,,innately unabsolvable/bury me beneath the tree in the backyard,bury me beneath the tree in the backyard,862.27,-528.01,-186.58
527,Circling The Drain,,"A plumbing issue, part one.",innately unabsolvable,your turn,,PILOT; REYES,,1,,innately unabsolvable/your turn/flavors of silent devastation,circling the drain p1,963.66,-460.93,-153.07
275,Congrats You Are Now a Mini Fridge,,A downsizing announcement.,innately unabsolvable,your turn,,PILOT; TORRES,,1,,innately unabsolvable/flirting with death/almost your turn,congrats you are mini fridge sized,1088.29,-414.31,-128.31
454,Congrats You Are Now a Rectangle,,A shape-based demotion.,innately unabsolvable,your turn,,PILOT,,1,,innately unabsolvable/we regret to inform you,congrats you are now a rectangle,928.2,-495.27,-123.76
36,Contracted Envy,p1 / p2 / p3 / p4 / p5 / p6 / p7 / p8 / p9 / p10 / p11 / p12 / p13 / p14 / p15 / p16 / p17 / p18 / p19 / p20 / p21,"A gym membership, renewed and reviewed from every possible angle.",innately unabsolvable,edge cases,,DONOR; VOSS; YATES; HARLOW; EVANS; MENDOZA; PARK; ROJAS; LIN; LIN; RIVERA; LEE; MYERS; CLARKE; MALIK; HERNANDEZ; CARTER; MOLINA; DENHOLM; OKA; LENNOX; LAINE; KOVÁCS; ANDRADE; SATO; MENDEZ; JANG; LEVESQUE; ODEH; ELLIS; DANIELS; MARKS; VEGA; TORRES; YATES; HARRIS; SANTOS; NAVARRO; KOZLOV; MORENO; ELLIS; ARROYO; LEBLANC; MCKINLEY; LAURENT; HINOJOSA; RAHMANI; PIERCE; FARROW; ZHOU; BENNETT; ISSA; MALLOY; PARK; REYES; PARK; MONROE; ESPINOZA; HUANG; HOLLOWAY; REYES,,21,,innately unabsolvable/flirting with death,contracted envy,722.34,-383.45,-142.48
63,Conversation with a Signal,p1 / p2,One more overdue phone call.,innately unabsolvable,the sieve,,DONOR; MONROE; RAINES,,2,,innately unabsolvable/the sieve,conversation with a ghost,1127.16,-448.25,-89.41
138,Conversation With a Voice,The Rookie / The Captain / The Content Ones Do NOT Help / The Commander,A round of performance reviews and one very unhelpful customer service call.,innately unabsolvable,contracted envy,,DONOR; LEE; CALDWELL; HARRIS,,4,,innately unabsolvable/contracted envy,conversation with a voice,977.74,-541.78,-141.67
58,Conversation with Ghosts,p1 / p2 / p3,Small talk with the neighbors.,innately unabsolvable,the sideliner,,PILOT; BARRON; REEVES; ELLIS; ALVAREZ; VANCE,,3,,innately unabsolvable/the sideliner,conversation with ghosts,1051.96,-492.91,-170.21
258,Conversation with Many Voices,The Guys / The Team,"A crowded group chat, twice.",innately unabsolvable,contracted envy,,PILOT; DONOR; BROWN; LIU; CHANG; PATEL; RAMIREZ,,2,,innately unabsolvable/contracted envy,conversation with many voices,941.55,-523.17,-199.74
596,Converstaion With a Voice - The Charcoal,,"A barbecue, unexpected participant.",innately unabsolvable,contracted envy,,DONOR; NGUYEN,,1,,innately unabsolvable/contracted envy,converstaion with a voice - the charcoal,1002.83,-535.23,-164.7
304,"Declare Done, Home By Dinner",v1 / v2,An early checkout.,innately unabsolvable,edge cases,,PILOT; MORA; EZRA; JIAN; KOVI; TALLIS; PILOT's mom,,2,,innately unabsolvable/flirting with death,"declare dead, home by dinner v1",847.01,-538.88,-152.34
